sample_index,id,unique_id,host,dopant,defecttype,site,target_eV,natoms,spacegroup,supercell
237,341,dbb72391a6b650a52d5208d8629ac3ad,WS2,Mo,interstitial,int0,10.152172590000024,49,187,441
238,342,5aca302a8de68636a8cc5ed412930fdc,NbS2,K,adsorbate,ads0,-2.322387869999999,28,187,331
239,343,dfb9f2618fdb3643817f6bfead0f1655,MoSe2,Sn,adsorbate,ads2,2.5063675049999667,49,187,441
240,344,4702c9c61a62d94507531b1d406fe245,NbSe2,Rh,interstitial,int2,9.369830919999998,28,187,331
241,345,741e45bdc54a67448c34c04e51fb5d48,WTe2,F,adsorbate,ads2,-1.5242969474999848,28,187,331
242,346,c83e9f9477fc30150893e83816b4a720,NbSe2,Ru,adsorbate,ads2,2.2192958850000064,28,187,331
243,347,38cae95b2e1607719f32d94b281dbfa4,NbS2,V,interstitial,int0,2.991155239999996,28,187,331
244,348,26f1863b51dfbaa68bb92c73deff2555,NbSe2,S,interstitial,int3,1.5231207699999976,28,187,331
245,349,4216bd4731344faa206d17b3f9c1d6c2,MoTe2,Ti,adsorbate,ads1,3.665414985000016,28,187,331
246,350,53548b1ea6c72cdede28ccfeb249995b,WTe2,Zn,interstitial,int4,3.096474810000009,28,187,331
247,351,6835160939e5d06f346643e9659557f7,NbSe2,Sb,adsorbate,ads1,0.1537016799999984,28,187,331
248,352,6af7384d5a83e24fa31ebe677e974c25,MoS2,Be,interstitial,int4,4.087730675000007,49,187,441
249,353,e1f25b8816c1111da08a3d335402399d,MoTe2,H,adsorbate,ads0,2.1597909975000125,28,187,331
250,354,ddcc37e46f903c5d3626e954a2dc73e0,MoTe2,Mn,adsorbate,ads1,3.219962222499996,28,187,331
251,356,893f695cdd04131903b376837378dd61,NbS2,Ta,adsorbate,ads0,5.251282499999997,28,187,331
252,358,4794131ce9b97da5f5f040205d0149f5,MoS2,H,adsorbate,ads2,2.119098887499975,49,187,441
253,359,ca0aed893aa4028deb62a1a03dce1457,NbSe2,Rb,interstitial,int4,8.379036314999986,28,187,331
254,361,45775e9791333daf6179282f057adc36,WTe2,Ag,adsorbate,ads2,2.026536097500015,28,187,331
255,363,b4a8ff063541bfc1e0cf5209514f6e93,WS2,Y,adsorbate,ads0,3.4310356200000207,49,187,441
256,364,e200fc29b797d8a534fa9c6bccb92355,WSe2,Ca,adsorbate,ads1,1.3126702574999578,49,187,441
257,365,b9d0e8e0bd8a0923b9d8a5be8fb743df,WSe2,Pd,adsorbate,ads0,2.4333513249999603,49,187,441
258,366,7916226054caae96c98c4b778b2e99ae,NbS2,Sr,interstitial,int4,8.027696137499989,28,187,331
259,368,6379a1d14754a81a68633751f850a201,NbS2,S,interstitial,int1,8.299720880000002,28,187,331
260,369,be22e5159926b0d0d733de1dcae2130c,NbSe2,Au,adsorbate,ads2,1.4961979824999938,28,187,331
261,372,17c4edb4552364f24d28cda67776c11e,NbSe2,V,interstitial,int2,12.440264929999996,28,187,331
262,373,ed4e9915c94be0bf1c438864c944c6ec,NbSe2,K,adsorbate,ads2,-2.1815989000000107,28,187,331
263,374,10642c82c26122c731cf55fffd5cdfcb,SnS2,K,adsorbate,ads0,-1.4983416900000026,28,187,331
264,375,bff05c3a50e6b248855f1c18d5121e8b,NbS2,N,adsorbate,ads1,2.1900973299999915,28,187,331
265,377,ccb4ad76d835ba52f6f5d0c8284cf684,MoS2,Fe,interstitial,int3,5.340483549999972,49,187,441
266,378,bdbb9ca3dca491da390a9c9cbc0f9ade,MoSe2,B,adsorbate,ads1,3.6058385374999737,49,187,441
267,379,298e1afc5896aeb49e6a0f7c595d7b2f,NbS2,I,adsorbate,ads2,0.9512417349999882,28,187,331
268,380,d9a6f1edbf45b613eb7410c375d697d3,NbS2,Ru,adsorbate,ads2,1.832220474999984,28,187,331
269,381,8393eef23e76e566c9f043c3b8af4f45,NbSe2,Ba,interstitial,int2,11.437244309999995,28,187,331
270,382,f00724c8fbe5cf69e47034964d81e62e,WSe2,Ag,interstitial,int3,8.593104907499994,49,187,441
271,383,92ef28a2bc17a780f610526e35d9b24b,WSe2,Rb,interstitial,int2,13.316614844999954,49,187,441
272,385,32253f4c5897ca862031029d1f798327,MoS2,Ir,interstitial,int4,9.179304902499988,49,187,441
273,386,cafbe8e58bd72470585e39a506d09146,MoS2,Os,adsorbate,ads2,7.102124099999959,49,187,441
274,388,7f08ecc1dc896f72bc13ed22c744ae54,WTe2,Ca,interstitial,int0,4.378662447500018,28,187,331
275,389,6aefd373ae5bdb6636e4a234e9265cd6,NbSe2,Ga,adsorbate,ads0,0.2380011737500043,28,187,331
276,390,61148070aaab6c74e2d2b479bbd07c17,MoS2,Si,adsorbate,ads0,3.236300854999969,49,187,441
277,391,ae1107ca090f97d69f61f5c4cf2ed428,NbS2,Cl,adsorbate,ads2,0.4321638899999938,28,187,331
278,393,4c02ba20f395aa71190b780bbfea73da,MoS2,O,adsorbate,ads1,2.038926114999981,49,187,441
279,394,1da1f7ba01172acbc7eab96ec3fd1cb0,WTe2,Re,adsorbate,ads0,7.756885310000008,28,187,331
280,395,12d2e23eeca3f770613ecea976a4969a,WS2,Co,interstitial,int4,5.873260185000024,49,187,441
281,397,272884fc2552e81841133ec14eeb104c,MoS2,Al,interstitial,int4,6.006642592499987,49,187,441
282,398,c10c50f857fbf72bcdcd6c4132d1b696,WS2,C,interstitial,int3,5.178338577499983,49,187,441
283,400,cd7361b4818761855bbe1d75774d4db0,NbSe2,Se,interstitial,ads2,0.961656283333332,28,187,331
284,401,d54193947489c1d4247912244ea14b68,NbS2,Pt,interstitial,int3,19.83648720749998,28,187,331
285,405,4b3c410d126428adc1ae4a5fcd286f4c,NbSe2,P,interstitial,int0,1.8233853899999952,28,187,331
286,406,a3b9067f2d00d67e4a974dbbc0891fc8,WS2,Pd,interstitial,int3,9.163106054999988,49,187,441
287,407,6bc69e78e5b54b3b697417f3403ab3d5,MoSe2,Tl,adsorbate,ads2,1.1575552650000098,49,187,441
288,408,f3fa39e2ddefa7cacfd60f9f6342ce66,NbSe2,As,adsorbate,ads0,1.7711950250000053,28,187,331
289,409,c9857b42b67be896747216e8cd8b7ca2,MoTe2,Fe,interstitial,int0,3.3886072700000067,28,187,331
290,410,9701484d57aee049eef7fe5d1ec3ecda,SnS2,Rb,adsorbate,ads2,-1.9966223449999967,28,187,331
291,411,a9237bede788befafc9b9a48e3dbf7e0,MoSe2,C,adsorbate,ads0,6.194759417500008,49,187,441
292,414,ae12a5fc3527d738de0a1eaac934b4f2,SnS2,Tc,interstitial,int4,0.9114031849999976,28,187,331
293,416,32480cbce926ffe3891249519d3646fb,MoS2,S,interstitial,int0,7.076952030000008,49,187,441
294,418,e8c9a9b900c08be02f08e4437b8e7a3f,NbSe2,Co,adsorbate,ads1,1.836207315,28,187,331
295,419,287b11c016500b0908daac44c1d2a234,MoS2,Mn,adsorbate,ads2,3.1600342424999983,49,187,441
296,423,6623a1be392a965d946145214129c30c,MoS2,Ti,adsorbate,ads2,2.4477960749999603,49,187,441
297,424,24b1f0c4647497ae4518ace97062b50c,MoSe2,Ag,interstitial,int2,15.770185297500008,49,187,441
298,425,5f2c43ffbfce71a18ae275bd8ce224cc,WSe2,F,adsorbate,ads0,-0.6119832975000543,49,187,441
299,426,b80654f9f454f5f43bbed8ac4d464641,WS2,B,interstitial,int2,7.617674347500009,49,187,441
300,427,a754a28530174124d79d312b958580ab,MoTe2,N,adsorbate,ads2,5.517948320000022,28,187,331
301,428,2c7fcccb813b0c5973524d3bb5c4a3ce,NbSe2,Te,adsorbate,ads0,1.0189326899999909,28,187,331
302,429,a237d1d70936b8e41a2d43235b150f87,MoTe2,S,interstitial,int2,3.2049205600000112,28,187,331
303,430,44c4eafbbbe7133a20beec4caf71eda4,MoTe2,Sn,adsorbate,ads0,2.2391017050000057,28,187,331
304,436,6be5c9f35523bc8991d574bc50db0044,MoS2,N,adsorbate,ads0,3.7364638799999783,49,187,441
305,437,c09c005dfb791280af5fba1be86345e6,WS2,Re,adsorbate,ads2,7.724323400000009,49,187,441
306,438,d3aed2ecc28bdba58b9c6f7cd1db9451,WS2,Rb,adsorbate,ads1,-0.1338786150000062,49,187,441
307,439,7ac3442712146aa6ac9c7d10140c914e,WS2,Ag,adsorbate,ads0,2.275044877500024,49,187,441
308,440,67d699cb75e93873f1966ec28a118453,MoS2,Cd,adsorbate,ads0,0.7268930699999622,49,187,441
309,441,c93b20a9386f448b55a6c8b3d2910dd6,NbSe2,Cu,interstitial,int2,9.975911102500012,28,187,331
310,442,424bbbe4f1ff92c3d26b3cce0e9d3607,MoS2,Li,interstitial,int4,4.334564430000001,49,187,441
311,443,dbcfd5fb5acac6d0e804d0bfb9342823,NbSe2,Zr,interstitial,int2,12.38897635500001,28,187,331
312,444,a0806d3590137fdacfa94295a7d0c562,MoTe2,I,adsorbate,ads1,0.6844167650000006,28,187,331
313,445,520c6dbb2808b355bef6b2d7f8d3253d,NbS2,Mg,adsorbate,ads1,-1.1575761250000085,28,187,331
314,449,f1f43c9d126e5bd090bf38492029e5b5,NbSe2,Sc,adsorbate,ads0,1.5197408550000129,28,187,331
315,451,10212122af78fb1ed53a1856a6de9bbf,MoSe2,V,interstitial,int4,3.0960700099999894,49,187,441
316,452,8f65f1562abec4f13e3b9259e4455dda,NbS2,Ni,adsorbate,ads2,0.2207421649999883,28,187,331
317,453,f93a758110833455c2e469142926c992,NbS2,Ge,adsorbate,ads0,1.0302895849999834,28,187,331
318,455,55af383f635bf66381a5e0f39611616b,MoTe2,Mo,interstitial,ads0,5.9142426900000125,28,187,331
319,456,d72ceeb3ced6932364881d7170e62179,MoSe2,Pd,adsorbate,ads1,1.729748645,49,187,441
320,458,e65e8bff0a621931c3f0e8bb0ab852c1,MoSe2,Ca,adsorbate,ads0,1.4799769775000138,49,187,441
321,460,1b44833b7d87d0b24a28b11381a34fbd,NbS2,O,adsorbate,ads0,-0.6034948550000081,28,187,331
322,461,573ba61eb0f8737e6e838549d003cec8,WSe2,Br,adsorbate,ads2,0.6944527462499681,49,187,441
323,462,5bb76d99275a23d81bc5c588a7d8c73b,SnS2,Re,adsorbate,ads1,3.36037219,28,187,331
324,464,7f72add054c0890cca385c12c2dbddc0,MoSe2,Nb,adsorbate,ads2,5.529502259999994,49,187,441
325,465,21c85c5908680436f2203ccc434916be,NbS2,Be,adsorbate,int2,-1.377531735000002,28,187,331
326,467,ff25657a16bac3b68ada9f82836d7e89,WTe2,B,adsorbate,ads2,5.619670067500008,28,187,331
327,469,5d02d8ce9226f9405d75309e46e97b66,NbSe2,W,interstitial,int3,3.734521774999996,28,187,331
328,471,6b6aa90af12537be30aef02c0d97216e,NbS2,Mg,interstitial,int0,4.357393464999984,28,187,331
329,475,ea377c916c3bc4651ddcaa426c3be8a4,MoSe2,Re,adsorbate,ads1,7.443446150000009,49,187,441
330,477,78e87e81875608701eb89d71359aca8a,SnS2,Pd,adsorbate,ads1,1.0306858550000009,28,187,331
331,478,6a65d8ac5851ad1be6ab2f67fae074c1,SnS2,Ca,adsorbate,ads0,-0.3704876424999972,28,187,331
332,481,b79acd497852bb817a600d9ba49f093c,MoSe2,Se,interstitial,int4,7.174519653333311,49,187,441
333,484,f85d8f5be56831494b3afcbac06a5426,MoTe2,Si,interstitial,int2,5.087756775000004,28,187,331
334,485,e4deb2a8e5b828fcd4a99eda5024ff01,WTe2,Pb,adsorbate,ads2,2.3383918450000047,28,187,331
335,487,fb2d09380a9b53df838522f83f597822,MoSe2,Y,adsorbate,ads2,2.7699947399999907,49,187,441
336,489,cf95a9861f7ff6b483cca32d2b9d9c83,WTe2,B,interstitial,int3,1.281873797499994,28,187,331
337,490,99ecec70ea28ec741a97941e2b00f1c3,NbSe2,W,adsorbate,ads2,4.353081274999999,28,187,331
338,491,1ee2ae0f213a717ed710dab2803be685,NbS2,Hg,adsorbate,ads2,0.2003297050000006,28,187,331
339,492,e6bffe0f57ea0ad571688f6ec6074e87,SnS2,W,adsorbate,ads0,6.036799794999999,28,187,331
340,495,14acf2ccee694b4c54ffbc186926718a,WS2,Tl,adsorbate,ads1,1.269660295000019,49,187,441
341,498,5ca5f076e330fc156eef58fb74e73dd9,SnS2,Re,interstitial,int0,1.924330250000004,28,187,331
342,499,90d4405cfbc849cac08e8f581079ceca,NbS2,O,interstitial,int1,2.226557415000002,28,187,331
343,501,685a7b14b9d94ba431666404a81224f7,NbS2,H,interstitial,int2,-0.4645893025000003,28,187,331
344,502,3c52465f237f9d2c3ef9c28683624e7c,MoTe2,Fe,adsorbate,ads1,3.536432870000011,28,187,331
345,505,b6d71557324783ef216a0bda53b722bf,WS2,Nb,adsorbate,ads1,5.679314510000019,49,187,441
346,508,4c5753563dbf1369d8323922a1eb4423,NbSe2,P,adsorbate,ads1,1.6007703300000138,28,187,331
347,509,98fb3510439db8d8d25c5ca55f754eaf,NbS2,Mo,interstitial,int4,4.320353749999985,28,187,331
348,511,2c2c4a223d4f067c527d403a3560a1fe,WS2,Pd,adsorbate,ads2,2.17142864500002,49,187,441
349,513,1bf59bfeabeb3140a784e2605889ed24,SnS2,B,interstitial,int4,5.5803532875,28,187,331
350,517,8c4b1d03cae3ced72d07f80587db7544,NbSe2,Cr,adsorbate,ads0,2.438447865000009,28,187,331
351,518,f28f19bc166cbd725a27f453c74bbd11,MoS2,N,interstitial,int1,17.193948439999993,49,187,441
352,519,7fe7ca059b680f168579a1f2a1113eeb,MoS2,S,interstitial,ads1,2.0982709099999743,49,187,441
353,522,93c26214f6c723b49d4993b373802bac,MoS2,Mn,interstitial,int3,4.776553812499978,49,187,441
354,523,282e8f27f6e90fef1c2e41b952038db3,MoSe2,Tc,interstitial,int4,5.332129734999982,49,187,441
355,524,a9a646c28e5cd72a75db8a491c734817,NbSe2,Co,interstitial,int0,3.8164056150000114,28,187,331
356,525,fce8b6be795ed358adf99e720a09dcd8,WTe2,Br,adsorbate,ads2,0.137134776250011,28,187,331
357,526,f24da8975c17390f0158127ca43fee50,MoSe2,Rb,adsorbate,ads2,-0.2895046450000138,49,187,441
358,527,b50fae100cf062f2a8d8853b381a66d5,MoTe2,N,adsorbate,int3,13.39138746000001,28,187,331
359,529,c43be4602db320d89675a046f11c89f3,WSe2,F,interstitial,int1,5.8829972424999735,49,187,441
360,530,437ec0d799938cd7489b56e2524866de,MoS2,Ti,interstitial,int3,4.638158464999979,49,187,441
361,531,91e78ef86583249a858fca7cc4cacaca,WSe2,Ag,adsorbate,ads2,2.130387877499972,49,187,441
362,532,40b0af0acf454ff7ba76d6349f41663b,WTe2,Pd,adsorbate,ads0,2.221146655000012,28,187,331
363,533,c978f32ba604aee906bda72f35b74070,MoS2,Os,interstitial,int3,9.170470920000003,49,187,441
364,535,d9879724d533c3736a128412626784fe,WTe2,Ca,adsorbate,ads1,1.429591117500008,28,187,331
365,537,2591d4902b407f2217109446483451e9,WTe2,Y,adsorbate,ads1,2.9923251200000074,28,187,331
366,539,22902563bd27a5cd683fff72d714dd7e,MoSe2,B,interstitial,int0,2.8184739274999764,49,187,441
367,542,2f745f9f7196fc9e0df66e9c53b74cdd,NbSe2,Nb,interstitial,int4,3.4636822000000014,28,187,331
368,544,6ebd99194119dc18ce8ace729bedc468,WS2,C,adsorbate,ads2,7.6141361975000015,49,187,441
369,545,784140fbc22f5a68c6f3de2d4f7d41f1,MoTe2,Sr,adsorbate,ads0,1.3742942075000155,28,187,331
370,546,35a97e60e85377c15639bf45f5621333,WS2,Br,adsorbate,ads0,0.7785310162499886,49,187,441
371,547,5f0a658876ad161889bb2d4c77952815,MoTe2,O,interstitial,int2,2.7204098150000107,28,187,331
372,548,8b298ce74120791e868b2ae6bf6bc0da,NbS2,Pt,adsorbate,ads2,2.344169627499994,28,187,331
373,549,e4ccf0ea1ca55ee5b24fe78537362fd5,NbSe2,Se,interstitial,int3,3.2350926833333404,28,187,331
374,553,471d81c824ccae6804bf695d83b1d9b2,MoS2,O,interstitial,int0,1.4798914449999645,49,187,441
375,555,918983a4b14988ca106ebf13bd7cf860,NbSe2,Cs,adsorbate,ads1,-2.46598012500001,28,187,331
376,556,24ac5b38cd767e908759831cb99ddcca,NbS2,F,interstitial,int4,-1.0211584775000029,28,187,331
377,557,a4676ffc201e4967298869f83715b03b,WTe2,Rb,interstitial,int2,9.432091355000018,28,187,331
378,558,ac109c9e30c358382957f06c255851ff,MoS2,H,interstitial,int3,1.9853091374999696,49,187,441
379,559,385373c438d743dd83ebc9ff470d3232,WSe2,Ca,interstitial,int0,9.947700217499955,49,187,441
380,561,ed0e581b3e61157c0aac0027cdd97a30,NbSe2,Tc,interstitial,int3,2.379511314999988,28,187,331
381,562,a880ad759b8e9363c68dad6952415241,MoS2,Sn,interstitial,int2,19.03792983500001,49,187,441
382,564,45b62da2e16ac370c82398ec25a37171,MoTe2,H,interstitial,int1,2.088172467500017,28,187,331
383,565,d07d7166fbe48dbfb440263141fe0f63,NbSe2,Zn,interstitial,int2,10.296538969999991,28,187,331
384,566,2dd0caf42d2c4e72edbb81eb75187dbe,MoS2,Lu,interstitial,int4,9.100516624999964,49,187,441
385,568,42a6a256895a8f3d2de9547841237f47,NbS2,Ta,interstitial,int1,15.452905949999996,28,187,331
386,569,40a6edc91bffe97d6be6f345299dc492,NbSe2,Tl,interstitial,int4,6.109657384999987,28,187,331
387,570,e915ae37d5d143b1e8996a3ae5c5aa5c,NbSe2,K,interstitial,int3,6.967722360000012,28,187,331
388,573,f51c58c4b1220e2b7254d84c24876553,NbS2,N,interstitial,int0,1.5301111400000078,28,187,331
389,574,38b05421a5f63a60f5e1da64ce19d505,MoS2,Fe,adsorbate,ads2,3.6585840899999607,49,187,441
390,577,ce0ccf7e2de04af94dd6c351626133c1,WTe2,C,interstitial,int2,4.1880883975000085,28,187,331
391,578,78abfc2c3a31164799aec03be4a23a8e,NbSe2,Au,interstitial,int3,5.007817812499996,28,187,331
392,579,e8b7200b76f7c3491dbe5f8c3d16ac1d,NbS2,S,interstitial,ads0,0.1467895900000035,28,187,331
393,580,f866330d4c4fb18f45aa98ad19022223,MoTe2,Xe,adsorbate,ads0,0.0447244300000155,28,187,331
394,581,fa2aa75a37b7f8567ec2095f5cd9512e,WSe2,Re,adsorbate,ads0,7.728456689999981,49,187,441
395,582,e377f62cbf4637206815770bbef02721,SnS2,V,adsorbate,ads1,1.4212434799999991,28,187,331
396,583,ac7e16a302053395e435630128fbbeb4,WSe2,O,interstitial,int4,0.0896444249999603,49,187,441
397,587,bbec5d6599e65187f144a4e8bb215bda,NbS2,Cs,adsorbate,ads1,-2.915716305000012,28,187,331
398,588,26fe8ca846fc5c2bc45921e57d00a447,SnS2,Sn,interstitial,ads2,-0.2736758850000074,28,187,331
399,589,925e4a31b266c226e33d9af169079eba,MoS2,P,adsorbate,ads2,3.4389453599999875,49,187,441
400,591,cf6fb9936459ae2fb642fd9aaa55e3c8,NbS2,Ga,interstitial,int1,12.06511737374998,28,187,331
401,592,f778e9e866eb4f035c389bba721e7bdf,NbSe2,Cl,interstitial,int3,3.4107324699999952,28,187,331
402,593,cdbddfd8b417ab170e54a07acaa6c1e1,MoSe2,Ni,interstitial,int4,3.441691464999989,49,187,441
403,594,6e48557209f36ea98adc4ea65c71f5db,WS2,Os,adsorbate,ads0,7.668586240000017,49,187,441
404,595,e71e1d3fb2f9f65daf8dee78b0178bf1,SnS2,Hg,interstitial,int4,6.118765324999997,28,187,331
405,597,e41c466724b935cb60796d5b36122de4,NbSe2,Pt,adsorbate,ads2,2.629454007500001,28,187,331
406,599,bda772ee0311823a099b30e57a7776c9,MoTe2,P,adsorbate,ads0,2.902559870000001,28,187,331
407,600,ddda33ab8748a05f5a6cfca8c87cd6b6,NbSe2,Ru,interstitial,int3,2.091150445000009,28,187,331
408,601,4bbb408c6ff3ced8c2ee4b3bd9f25cc8,WTe2,F,interstitial,int3,-0.7501338374999955,28,187,331
409,602,c34fb57cb35c3df3fb0c0f0579214f3f,MoTe2,Ag,adsorbate,ads1,1.9555882175000088,28,187,331
410,603,fdd43e8d2c0bda383297af734e4ec901,NbS2,V,adsorbate,ads1,0.6348234999999942,28,187,331
411,604,3a6b7fb5374aa23879d5314339595f83,MoTe2,Rb,adsorbate,ads0,-0.1330184550000042,28,187,331
412,605,6eaf63ad3060fb2c7b4e9e8dd023fb30,SnS2,Fe,interstitial,int2,6.502544909999997,28,187,331
413,606,dd82dd8d5dbb75976d3648845cbf5c19,NbS2,Nb,interstitial,int4,4.695585690000009,28,187,331
414,607,9970eeef6549c7e1a7a28a65ad668e47,SnS2,S,interstitial,ads0,-0.3342908800000055,28,187,331
415,608,f48dd9ff09df8ce0e77b3abf0e7a2f12,WS2,Si,adsorbate,ads2,3.8164800150000255,49,187,441
416,610,c6e2f6603b3a2a7c38103c6996058536,NbSe2,S,adsorbate,ads2,2.4816345200000063,28,187,331
417,612,4a06cf04bedcd92844901fd22ad0f1ff,MoS2,Br,interstitial,int3,11.793211846249964,49,187,441
418,613,d3d6a234416cab124c04007eabda7ae1,NbSe2,N,interstitial,int2,1.4544808999999983,28,187,331
419,615,90d8ad4c527d0d17e08045c836661c8f,WTe2,Ti,adsorbate,ads2,4.894411195000006,28,187,331
420,616,af8d3415f860db73b291456bd34a5b7f,NbS2,K,interstitial,int1,13.114790769999988,28,187,331
421,617,f5b9b2bc9ec2a8a283907e89b7c8a750,WS2,Mo,adsorbate,ads1,5.745157800000019,49,187,441
422,618,252719dc625dfa98eff880dbace38254,WTe2,Mn,adsorbate,ads2,3.5926340025000147,28,187,331
423,624,f81666975b45e276bafaff307f84648e,NbS2,Au,interstitial,int3,18.559060682500004,28,187,331
424,625,afba4ac28c8a508478d135630315dd3f,WTe2,Sr,interstitial,int2,5.724270107500019,28,187,331
425,629,4b77eabef6351fac5a44021b4e531d0b,MoTe2,Ga,interstitial,int4,2.724679323750021,28,187,331
426,630,7fe6083b6722ff3f4f3c01c08191d496,WS2,Sn,adsorbate,ads1,2.688351974999999,49,187,441
427,631,a2a9673fd6338d65e744d49a11135d67,WTe2,Li,interstitial,int4,1.8925902600000208,28,187,331
428,632,98e20580ac8aee42ccc054c400f4f126,NbS2,Tl,interstitial,int4,8.299575475000008,28,187,331
429,633,c758ad347b9e4e19751a8e2d7c1d6f32,MoSe2,Na,interstitial,int0,6.737990486666638,49,187,441
430,634,e161c98e2ad0525db1e9d8744383760a,SnS2,F,interstitial,int4,-0.7970011775000012,28,187,331
431,635,dcbb8c53dee524d1c658128d0bdc57ee,SnS2,Na,adsorbate,ads1,-1.2341593033333371,28,187,331
432,637,4d74be2181805e223b38ee75a3981621,SnS2,Mo,adsorbate,ads2,0.3414850199999968,28,187,331
433,639,e1bbb4d7c6ca5f5093a0b15a23e5314f,WSe2,Ti,interstitial,int3,3.667602074999966,49,187,441
434,642,657861c263595243973f469b0b2ec8ef,MoS2,W,adsorbate,ads1,7.160453594999956,49,187,441
435,643,d302db55d09eac9ba6c98a5633b0343f,WSe2,Mn,interstitial,int3,3.638942002499968,49,187,441
436,644,dbddfddf6efc391dc8c06f6c6182f215,SnS2,Si,adsorbate,ads1,0.4104172750000021,28,187,331
437,647,536779dd80765b3dfada2541e5521c4a,WSe2,B,interstitial,int1,6.0191746674999775,49,187,441
438,654,953d0654d17dd41a82fbff1a73993f4c,WS2,Cd,adsorbate,ads2,0.7245576000000277,49,187,441
439,655,b4aaa49dcf4fea7b8890d7e59fe91df8,MoSe2,Ti,interstitial,int2,8.376648055000008,49,187,441
440,656,f3885bab67407ba119fb504bdaad2104,MoS2,Ag,adsorbate,ads2,2.038793287499972,49,187,441
441,657,1979aff97696bd9cc85868f16dae3ef9,MoSe2,F,interstitial,int0,0.5964984424999704,49,187,441
442,658,31da4db0c5dae2f7c07f3ebb5082bb26,NbSe2,Hg,adsorbate,ads2,0.1213687050000081,28,187,331
443,659,3783a45aa99ab3b2c64b8b11ea3cc927,NbSe2,H,interstitial,int0,0.918035917499994,28,187,331
444,660,5cc3074156175038e2da16a04fdf40f2,MoS2,Zn,interstitial,int4,7.411667310000005,49,187,441
445,661,73911aa32bef06a7dcf708fbba99f3a8,NbSe2,Lu,interstitial,int2,7.605343764999992,28,187,331
446,662,d45146aa6dd8b8f8a5aa9d573d8d7435,WTe2,Be,interstitial,int4,1.5245348050000191,28,187,331
447,663,c9d153e6738d7b6c67087f170db290d3,SnS2,H,interstitial,int2,1.6232222474999976,28,187,331
448,664,17b5875bd0bf50e265d9fd5725a2af3c,MoSe2,Ru,interstitial,int4,5.733003485000009,49,187,441
449,665,ed2a4932e4db8bf18958dd2bd944358a,SnS2,Xe,interstitial,int3,1.9203217000000008,28,187,331
450,666,b20b42140b4765c0415e895d21648274,WS2,Sr,interstitial,int0,14.982740457500002,49,187,441
451,667,f1104a0632a4b0a61660d35a3ec7ab80,MoTe2,Br,interstitial,int0,7.890358886250002,28,187,331
452,668,3909ca4668cce4af63b7e61709cb5f18,MoS2,V,adsorbate,ads0,4.219714189999975,49,187,441
453,669,b61c20b23af99d1e49a5e670f5ab747e,MoSe2,Xe,adsorbate,ads2,0.0341904200000007,49,187,441
454,672,5b5a319b847e7335bccb3589d1a4ea83,WSe2,C,interstitial,int0,6.093892117499946,49,187,441
455,674,9088b9de0f41bdd233f310b5bc745913,MoTe2,K,interstitial,int2,8.650761640000015,28,187,331
456,675,e5bf15fa346739f5342b0177611b8aac,MoSe2,Cl,interstitial,int4,6.294273310000018,49,187,441
457,676,dafd691341bf1b47e31a47b06ca27654,NbSe2,Ni,interstitial,int3,2.070564095000007,28,187,331
458,677,8f696f460967a0eaaf79f1e40f01d659,MoTe2,V,adsorbate,ads2,4.1454311599999984,28,187,331
459,678,5d8abad8e1a1788b8290bf2662a522b8,NbSe2,Mg,interstitial,int0,3.2738622849999905,28,187,331
460,680,ad040b645a4b790c324d7176ded36f79,NbS2,B,interstitial,int4,3.3122124374999906,28,187,331
461,682,be6a54e38ae1690d5c28efe3edc3d8f1,NbS2,Sc,interstitial,int1,14.059256864999984,28,187,331
462,684,2cbf5be08fb8c24b6e3f48825919993a,WTe2,Os,adsorbate,ads2,7.211292770000019,28,187,331
463,686,2a21d0e23a406600a649ddacdae70652,MoSe2,N,interstitial,int4,3.1193696500000154,49,187,441
464,688,c84d946a4d5b908a62f26769b211612f,NbS2,Co,interstitial,int0,5.121001105000008,28,187,331
465,690,88e85523f73de3fcf43f04edeb91836d,MoS2,Nb,interstitial,int2,16.91685238,49,187,441
466,691,8ee4a422552611801afa0004e3df6bc4,NbS2,Cr,adsorbate,ads0,1.9588064249999864,28,187,331
467,692,e58c3f64689285864e754314b02de843,WSe2,Lu,interstitial,int4,7.752731614999965,49,187,441
468,693,87312d5f63eeb3e7b1655eeb08208de2,NbS2,Te,interstitial,int1,11.894081449999993,28,187,331
469,694,9925f5becdabd6b957ab0119a3d946f3,SnS2,Cd,adsorbate,ads1,0.4026013599999935,28,187,331
470,695,8b35f00c2b14ddb3d70e7a4611452250,WSe2,Fe,adsorbate,ads2,4.1654311999999845,49,187,441
